77,78,77,76,75,74,73,74,73,72,71,70,69,70,69,68,67,66,65,64,63,62,63,62,61,60,59,58,59,58,57,56,55,54,55,54,53,52,51,50,51,50,49,48,47,46,47,46,45,44,43,42,43,44,43,44,45
34,34,34,34,34,34,34,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,38,38,38,38,38,38,39,39,39,39,39,39,40,40,40,40,40,40,41,41,41,41,41,41,42,43,43,44,45
