42,43,42,41,40,39,38,39,38,37,36,35,34,35,34,33,32,31,30,31,30,29,28,27,26,27,26,25,24,23,22,21,22,23,22,23,24,23
88,88,88,88,88,88,88,89,89,89,89,89,89,90,90,90,90,90,90,91,91,91,91,91,91,92,92,92,92,92,92,92,93,94,94,95,96,96
