66,67,66,65,64,63,62,63,62,61,60,59,58,59,58,57,56,55,54,55,54,53,52,51,50,51,50,49,48,47,46,47,46,45,44,43,42,41,42,43,42,43,44,43,42,41,40,41,40,39,38,37,36,35,36,35,34,33,32,31,32,31,30,29,28,27,28,27,26,25,24,23,24,23,22,21,20,19,20,19,18,17,16,15,16,15,14,13,12,11,12,11,10,9,10,11,10,11,10,11,10,9,10,11,10
66,66,66,66,66,66,66,67,67,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,69,70,70,70,70,70,70,71,71,71,71,71,71,71,72,73,73,74,75,75,75,75,75,76,76,76,76,76,76,76,77,77,77,77,77,77,78,78,78,78,78,78,79,79,79,79,79,79,80,80,80,80,80,80,81,81,81,81,81,81,82,82,82,82,82,82,83,83,83,83,84,85,85,86,86,87,87,87,88,89,89
