29,30,29,28,27,26,25,26,25,24,23,22,21,22,21,20,19,18,17,18,17,16,15,14,13,14,13,12,11,10,9,10,9,8,7,6,5,6,5,4,3,2,1
44,44,44,44,44,44,44,45,45,45,45,45,45,46,46,46,46,46,46,47,47,47,47,47,47,48,48,48,48,48,48,49,49,49,49,49,49,50,50,50,50,50,50
