33,34,33,32,31,30,29,30,29,28,27,26,25,26,25,24,23,22,21,22,21,20,19,18,17,18,17,16,15,14,13,14,13,12,11,10,9,10,9,8,7,6,5,6,5,6,5
41,41,41,41,41,41,41,42,42,42,42,42,42,43,43,43,43,43,43,44,44,44,44,44,44,45,45,45,45,45,45,46,46,46,46,46,46,47,47,47,47,47,47,48,48,49,49
