86,87,86,85,84,83,82,83,82,81,80,79,78,79,78,77,76,75,74,75,74,73,72,71,70,71,70,69,68,67,66,67,66,65,64,63,62,63,62,61,60,59,58,59,58,57,56,55,54,55,54,53,52,51,50,51,50,49,48,47,46,47,46,45,44,43,42,43,42,41,40,39,38,39,38,37,36,35,34,35,34,33,32,31,30,31,30,29,28,27,26,27,28,27
22,22,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,25,25,26,26,26,26,26,26,27,27,27,27,27,27,28,28,28,28,28,28,29,29,29,29,29,29,30,30,30,30,30,30,31,31,31,31,31,31,32,32,32,32,32,32,33,33,33,33,33,33,34,34,34,34,34,34,35,35,35,35,35,35,36,36,36,36,36,36,37,37,37
