22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,5,4,5,4,5,4,5,6,5,6,5,4
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,10,10,11,12,12,13,13,13
