95,96,95,94,93,92,91,92,93,92,93,94,93,92,91,90,91,90,89,88,87,86,85,84,85,84,83,82,81,80,81,80,79,78,77,76,75,76,75,74,75,76,77,78
70,70,70,70,70,70,70,71,72,72,73,74,74,74,74,74,75,75,75,75,75,75,75,75,76,76,76,76,76,76,77,77,77,77,77,77,77,78,78,78,79,80,81,82
