40,41,40,41,42,41,40,39,38,37,36,35,34,33,32,31,30,29,30,29,28,27,26,25,26
4,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8
