53,54,53,52,51,50,49,50,49,48,47,46,45,46,45,44,43,42,41,42,41,40,39,38,37,38,37,36,35,34,33,34,33,32,31,30,29,30,29,28,27,26,25,26,25,24,23,22,21,22,21,20,19,18,17,18,17,16,15,14,13,14,13,12,11,10,9,10,9,8,7,6,5,6,5,4,3,2,3,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,2,3,2,1,0,1,2,3
53,53,53,53,53,53,53,54,54,54,54,54,54,55,55,55,55,55,55,56,56,56,56,56,56,57,57,57,57,57,57,58,58,58,58,58,58,59,59,59,59,59,59,60,60,60,60,60,60,61,61,61,61,61,61,62,62,62,62,62,62,63,63,63,63,63,63,64,64,64,64,64,64,65,65,65,65,65,66,66,67,67,68,68,69,69,69,70,71,71,72,72,73,73,73,74,75,75,76,76,77,77,77,78,79,79,80,80,81,81,81,82,83,83,84,84,85,85,85,86,87,87,88,88,89,89,89,90,91,91,92,92,93,93,93,94,95,95,96,96,96,96,97,98,99
