62,63,62,61,60,59,58,59,58,57,56,55,54,55,54,53,52,51,50,51,50,49,48,47,46,47,46,45,44,43,42,43,42,41,40,39,38,39,40,39,40,41,40,39,38,37,38,37,36,37,38,39,38,37,36,37,38,39,40,39,38,39,40,39,38,37,36,35,36,35,34,33,32,31,30,29,28,27,26,25,24,23,24,23,22,21,20,19,18,19,18,17,16,15,14,15,14,13,12,11,10,11,10,9,8,7,6,7,8,7
31,31,31,31,31,31,31,32,32,32,32,32,32,33,33,33,33,33,33,34,34,34,34,34,34,35,35,35,35,35,35,36,36,36,36,36,36,37,38,38,39,40,40,40,40,40,41,41,41,42,43,44,44,44,44,45,46,47,48,48,48,49,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,53,53,53,53,53,53,54,54,54,54,54,54,55,55,55,55,55,55,56,56,56
