92,93,92,91,90,89,88,89,88,87,86,85,84,85,84,83,82,81,80,81,80,79,78,77,76
78,78,78,78,78,78,78,79,79,79,79,79,79,80,80,80,80,80,80,81,81,81,81,81,81
