57,58,59,60,59,58,57,56,55,56,55,54,53,52,51,52,51,50,49,48,47,48,47,46,45,44,43,44,43,42,41,40,39,40,39,38,37,36,35,36,35,34,33,32,31,32,31,30,29,28,27,28,27
78,79,80,81,81,81,81,81,81,82,82,82,82,82,82,83,83,83,83,83,83,84,84,84,84,84,84,85,85,85,85,85,85,86,86,86,86,86,86,87,87,87,87,87,87,88,88,88,88,88,88,89,89
