85,86,85,84,83,82,81,82,83,82,83,84,83,82,81,80,81,82,81,82,83,82,81,80,79,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,53,54,55
87,87,87,87,87,87,87,88,89,89,90,91,91,91,91,91,92,93,93,94,95,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,97,98,99
