92,93,94,93,94,93,94,93,94,93,92,93,94,93,94,93,94,93,92,93,94,93,94,93,94,95,96,95,94,93,92,93,94,95,94,93,94,93,92,91,92,93,94,95,94
26,27,28,28,29,29,30,30,31,31,31,32,33,33,34,34,35,35,35,36,37,37,38,38,39,40,41,41,41,41,41,42,43,44,44,44,45,45,45,45,46,47,48,49,49
