39,40,39,38,37,36,35,36,35,34,33,32,31,32,31,30,29,28,27,28,27,26,25,24,23,24,23,22,21,20,19,20,19,18,17,16,15,16,15,14,13,12,11,12,11,10,9,8,7,6,7,6,5,6,7,6,7,6,7,6,5,6,7,6,7,6,7,6,5,6,7,6,7,6,7,6,5,6,7,6,7,6,7,8,9,8
70,70,70,70,70,70,70,71,71,71,71,71,71,72,72,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,75,75,75,75,75,75,76,76,76,76,76,76,77,77,77,77,77,77,77,78,78,78,79,80,80,81,81,82,82,82,83,84,84,85,85,86,86,86,87,88,88,89,89,90,90,90,91,92,92,93,93,94,95,95,95
