52,51,50,49,48,49,48,47,46,47,46,45,44,43,42,41,42,41,40,39,38,37,36,35,34,35,36,35
90,90,89,89,89,90,90,90,90,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,93,94,94
