81,80,79,78,77,76,75,76,75,74,73,72,71,72,71,70,69,68,67,68,67,66,65,64,63,64,63,62,63,62
22,22,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,25,25,26,26,26,27,27
