80,81,80,81,80,79,80,81,80,81,80,81,80,79,78,77,76,75,74,73,72,73,72,71,72,71,72,73,72,71,72,73,74,73
33,33,33,34,34,34,35,36,36,37,37,38,38,38,38,38,38,38,38,38,38,39,39,39,40,40,41,42,42,42,43,44,45,45
