19,20,19,18,17,16,15,16,15,14,13,12,13,12,11,10,11,12,13,12,13,12,11,10,9,8,7,6,5,4,5,6,7
91,91,91,91,91,91,91,92,92,92,92,92,93,93,93,93,94,94,95,95,96,96,96,96,96,96,96,96,96,96,97,98,99
