95,96,95,94,93,92,91,92,91,90,89,88,87,88,89,90,89,90,89,88,87,86,85,84,83,82,83,84
49,49,49,49,49,49,49,50,50,50,50,50,50,51,52,53,53,54,54,54,54,54,54,54,54,54,55,56
