88,89,88,87,86,85,84,85,84,83,82,81,80,81,80,79,78,77,76,77,76,75,74,73,72,73,72,71,70,69,68,69,70,69,70,71,70,69,68,67,68,67,66,67,68,69,68,67,66,67,68,69,70,69,68,69,70,69,68,67,66,65,66,65,64,63,62,61,60,59,58,59,60,59,60,61,62
67,67,67,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,69,70,70,70,70,70,70,71,71,71,71,71,71,72,73,73,74,75,75,75,75,75,76,76,76,77,78,79,79,79,79,80,81,82,83,83,83,84,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,87,88,88,89,90,91
