87,86,85,84,83,84,85,86,85,84,83,82,81,82,81,80,79,78,77,78,77,76,75,74,73,74,73,72,71
60,60,60,60,60,61,62,63,63,63,63,63,63,64,64,64,64,64,64,65,65,65,65,65,65,66,66,66,66
