85,86,85,84,83,82,81,82,81,80,79,78,77,78,77,76,75,74,73,74,73,72,71,70,69,70,69,68,67,66,65,66,67,66,65,64,63,62,61,60,59,58,57,56,57,58,57,58,59,60
56,56,56,56,56,56,56,57,57,57,57,57,57,58,58,58,58,58,58,59,59,59,59,59,59,60,60,60,60,60,60,61,62,62,62,62,62,62,62,62,62,62,62,62,63,64,64,65,66,67
