94,95,94,93,92,91,90,91,90,89,88,89,90,91,90,89,90,89,88,87,88,89,90,89,88,89,90,89,88,89,90,89,88,87,88,89,90,91,90,89,90,89,88,87,86,85,86
21,21,21,21,21,21,21,22,22,22,22,23,24,25,25,25,26,26,26,26,27,28,29,29,29,30,31,31,31,32,33,33,33,33,34,35,36,37,37,37,38,38,38,38,38,37,38
