87,88,87,86,87,86,85,84,83,82,83,82,81,80,79,78,79,78,77,76,75,74,75,74,73,72,71,70,71,70,69,68,67,66,67,66,65,64,63
24,25,25,25,26,26,26,26,26,26,27,27,27,27,27,27,28,28,28,28,28,28,29,29,29,29,29,29,30,30,30,30,30,30,31,31,31,31,31
