89,88,87,86,87,88,89,88,87,86,85,84,85,84,83,82,81,80,79,80,79,78,77,76,75,76,75,74,75,76,77,76
68,68,68,68,69,70,71,71,71,71,71,71,72,72,72,72,72,72,72,73,73,73,73,73,73,74,74,74,75,76,77,77
