57,56,55,56,55,54,53,52,51,52,51,50,49,48,49,48,47,46,45,44,45,46,45,46,47,48
21,21,21,22,22,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24,25,26,26,27,28,29
