73,74,73,72,71,72,71,70,69,68,67,68,67,66,65,64,65,64,63,62,61,60,59,60,59
92,92,92,92,92,93,93,93,93,93,93,94,94,94,94,94,95,95,95,95,95,95,95,96,96
