82,81,80,79,78,77,76,75,74,73,72,73,72,71,70,69,68,69,68,67,66,65,66,65,64,63,64,65,64,65,66,67
52,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,54,54,54,54,54,55,55,55,55,56,57,57,58,59,60
