94,95,94,93,92,91,90,91,90,89,88,87,86,87,86,85,84,83,82,83,82,81,80,79,78,79,78,77,76,75,74,75,74,73,72,71,70,69,68,67,68,69,70,71,70,69,68,67
57,57,57,57,57,57,57,58,58,58,58,58,58,59,59,59,59,59,59,60,60,60,60,60,60,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,63,64,65,66,66,66,66,66
