28,29,28,27,26,25,24,25,24,23,22,21,20,21,20,19,18,17,16,17,16,15,14,13,12,13,12,11,10,9,8,9,8,7,6,5,6,5,6,5,6,5,6,5,4,5,6,5,6,5,6,5,4,5,6,5,6,5,6,5,6,5,4,5,6
10,10,10,10,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,14,14,14,15,15,15,15,15,16,16,17,17,18,18,19,19,19,20,21,21,22,22,23,23,23,24,25,25,26,26,27,27,28,28,28,29,30
