69,70,69,68,67,66,65,66,65,64,63,62,61,62,61,60,59,58,57,58,57,56,55,54,53,54,53,52,51,50,49,50,49,48,47,46,45,44,43,44,43,42,41,40,39,38
40,40,40,40,40,40,40,41,41,41,41,41,41,42,42,42,42,42,42,43,43,43,43,43,43,44,44,44,44,44,44,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46
