76,77,76,75,74,73,72,73,72,71,70,69,68,69,68,67,66,65,64,65,64,63,62,61,60,61,60,59,58,57,56,57,56,55,54,53,52,53,52,51,50,49,48,49,48,47,46,45,44,43,42,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12
88,88,88,88,88,88,88,89,89,89,89,89,89,90,90,90,90,90,90,91,91,91,91,91,91,92,92,92,92,92,92,93,93,93,93,93,93,94,94,94,94,94,94,95,95,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
