44,43,42,41,40,39,38,39,38,37,36,35,34,35,34,33,32,31,30,31,30,29,28,27,26,27,26,25,24,23,22,23,22,21,20,19,18,19,18,17,16,15,14,15,14,13,12,11,10,9,10,9,10,9,10,9,10,9,8,9,10,11
15,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,19,19,20,20,20,20,20,20,21,21,21,21,21,21,22,22,22,22,22,22,22,23,23,24,24,25,25,26,26,26,27,28,29
